,gsId,name,city,state,address,lat,lon,type,gsRating,Zipcode
278,11575,Shoreline Christian School,Austin,TX,"15201 Burnet Road, 
Austin, TX  78728",30.45918,-97.69389,private,1.0,78728
279,580,Sims Elementary School,Austin,TX,"1203 Springdale Road, 
Austin, TX  78721",30.27941,-97.6854,public,,78721
280,20086,Skybridge Academy,Austin,TX,"13317 Fitzhugh Rd, 
Austin, TX  78736",30.231865,-98.001045,private,3.0,78736
281,8615,Small Middle School,Austin,TX,"4801 Monterey Oaks Boulevard, 
Austin, TX  78749",30.233706,-97.842,public,,78749
282,2033,Smith Elementary School,Austin,TX,"4209 Smith School Road, 
Austin, TX  78744",30.195934,-97.71339,public,5.0,78744
283,18787,Southwest Austin Middle School,Austin,TX,"4021 So. Loop 360, 
Austin, TX  78704",30.2392,-97.79944,private,5.0,78704
284,5877,Spicewood Elementary School,Austin,TX,"11601 Olson Drive, 
Austin, TX  78750",30.444965,-97.80434,public,,78750
285,7303,St Austin Catholic School,Austin,TX,"1911 San Antonio Street, 
Austin, TX  78705",30.283016,-97.74282,private,10.0,78705
286,20569,St Dominic Savio Catholic High School,Austin,TX,"9300 Neenah Avenue, 
Austin, TX  78717",30.489943,-97.75919,private,,78717
287,581,St Elmo El,Austin,TX,"600 West Saint Elmo Road, 
Austin, TX  78745",30.222063,-97.77338,public,,78745
288,10057,St Francis School,Austin,TX,"300 East Huntland Drive, 
Austin, TX  78752",30.331245,-97.71006,private,6.0,78752
289,7302,St Ignatius Martyr School,Austin,TX,"120 West Oltorf Street, 
Austin, TX  78704",30.23927,-97.75429,private,,78704
290,7305,St Louis School,Austin,TX,"2114 Saint Joseph Boulevard, 
Austin, TX  78757",30.35219,-97.733,private,,78757
291,7447,St Stephens Episcopal School,Austin,TX,"6500 Saint Stephens Drive, 
Austin, TX  78746",30.331476,-97.815834,private,,78746
292,7448,St. Andrew's Episcopal School,Austin,TX,"1112 W 31st St, 
Austin, TX  78705",30.301983,-97.748276,private,,78705
293,8428,St. Gabriel's Catholic School,Austin,TX,"2500 Wimberly Ln, 
Austin, TX  78735",30.292027,-97.8712,private,,78735
294,7755,St. Michael's Catholic Academy,Austin,TX,"3000 Barton Creek Blvd, 
Austin, TX  78735",30.2864,-97.8749,private,,78735
295,7495,St. Paul Lutheran School,Austin,TX,"3407 Red River Street, 
Austin, TX  78705",30.29324,-97.72531,private,,78705
296,7771,St. Theresas Catholic School,Austin,TX,"4311 Small Drive, 
Austin, TX  78731",30.342485,-97.77419,private,,78731
297,4260,Steiner Ranch Elementary School,Austin,TX,"4001 North Quinlan Park Road, 
Austin, TX  78732",30.379328,-97.88424,public,,78732
298,7816,Strickland School,Austin,TX,"P.O. Box 150413, 
Austin, TX  78715",30.447,-97.749,private,9.0,78715
299,582,Summitt Elementary School,Austin,TX,"12207 Brigadoon Lane, 
Austin, TX  78727",30.418608,-97.71907,public,,78727
300,12005,TNS Academy,Austin,TX,"3901 Shoal Creek Blvd., 
Austin, TX  78756",30.3098,-97.7483,private,8.0,78756
301,101,Texas Empowerment Academy,Austin,TX,"3613 Bluestein Drive, 
Austin, TX  78721",30.272999,-97.6724,charter,,78721
302,20006,Texas Empowerment Academy Elementary School,Austin,TX,"6414 North Hampton Drive, 
Austin, TX  78723",30.314514,-97.68152,charter,7.0,78723
303,9367,Texas School For The Blind,Austin,TX,"1100 West 45th Street, 
Austin, TX  78756",30.314978,-97.73932,public,4.0,78756
304,9369,Texas School For The Deaf,Austin,TX,"1102 South Congress Avenue, 
Austin, TX  78704",30.253044,-97.75117,public,1.0,78704
305,7789,The Children's School,Austin,TX,"2825 Hancock Drive, 
Austin, TX  78731",30.327642,-97.7507,private,1.0,78731
306,20007,The East Austin College Prep Acade,Austin,TX,"6002 Jain Lane, 
Austin, TX  78721",30.26109,-97.682686,charter,,78721
307,20402,The East Austin College Prep At Ml,Austin,TX,"5800 East Martin Luther King Junior Boulevard, 
Austin, TX  78721",30.287785,-97.66676,charter,6.0,78721
308,25244,The Excel Center,Austin,TX,"1015 Norwood Park Boulevard, 
Austin, TX  78753",30.339088,-97.69408,charter,3.0,78753
309,25102,The Excel Center (For Adults),Austin,TX,"1015 Norwood Park Boulevard, 
Austin, TX  78753",30.339088,-97.69408,charter,,78753
310,8109,The Isely School,Austin,TX,"2301 Shoal Creek Boulevard, 
Austin, TX  78705",30.2874,-97.7519,private,,78705
311,20796,The Joule School,Austin,TX,"3402 Little Elm Trail, 
Austin, TX  78752",30.462997,-97.81732,private,,78752
312,20119,The Keystone School,Austin,TX,"1701 N. Congress Avenue, 
Austin, TX  78701",30.278719,-97.73881,private,,78701
313,20124,The Magellan International School,Austin,TX,"7938 Great Northern Boulevard, 
Austin, TX  78731",30.358206,-97.76095,private,,78731
314,20137,The Magnolia School,Austin,TX,"2903 Ranch Road 620, 
Austin, TX  78734",30.38985,-97.938255,private,,78734
315,7559,The Oaks School,Austin,TX,"1407 W Stassney Lane, 
Austin, TX  78745",30.2121,-97.7908,private,,78745
316,20396,The Real Learning Academy,Austin,TX,"6405 South Interstate 35 Frontage Road, 
Austin, TX  78744",30.191423,-97.767136,charter,,78744
317,9929,Tnc Campus (Texas Neurorehabilitat,Austin,TX,"1106 West Dittmar Road, 
Austin, TX  78745",30.18896,-97.8058,charter,3.0,78745
318,18840,Travis County Day School,Austin,TX,"8011 Cameron Road, 
Austin, TX  78754",30.335697,-97.68336,public,1.0,78754
319,11475,Travis County State Jail,Austin,TX,"8101 Farm to Market 969, 
Austin, TX  78724",30.278334,-97.64186,public,,78724
320,585,Travis Heights Elementary School,Austin,TX,"2010 Alameda Drive, 
Austin, TX  78704",30.24143,-97.74596,charter,,78704
321,584,Travis High School,Austin,TX,"1211 East Oltorf Street, 
Austin, TX  78704",30.233839,-97.743256,public,6.0,78704
322,10662,Trinity Episcopal School of AU,Austin,TX,"3901 Bee Cave Road, 
Austin, TX  78746",30.2815,-97.8086,private,3.0,78746
323,25112,University High School,Austin,TX,"2007 University Avenue, 
Austin, TX  78705",30.283306,-97.73917,charter,,78705
324,10329,University Of Texas Elementary Charter School,Austin,TX,"2200 East 6th Street, 
Austin, TX  78702",30.260305,-97.71761,charter,,78702
325,9657,University of Texas at Austin High School,Austin,TX,"2901 N. IH35, 
Austin, TX  78713",30.28,-97.74,public,5.0,78713
326,2205,Valley View Elementary School,Austin,TX,"360 Loop Court, 
Austin, TX  78746",30.302923,-97.83261,public,,78746
327,19335,Vandegrift High School,Austin,TX,"9500 McNeil Drive, 
Austin, TX  78750",30.397078,-97.824104,public,9.0,78750
328,20730,Veritas Academy,Austin,TX,"Po Box 90517, 
Austin, TX  78709",30.23,-97.85,private,8.0,78709
329,20143,Veritas Academy,Austin,TX,"4220 Monterey Oaks Blvd., 
Austin, TX  78749",30.23015,-97.83225,private,,78749
330,24472,Victory Christian Center School,Austin,TX,"7625 South Interstate Highway 35, 
Austin, TX  78752",30.336903,-97.698166,private,,78752
331,11403,Wall Sp Prog,Austin,TX,"2515 Speedway, 
Austin, TX  78712",30.289062,-97.736496,public,,78712
332,586,Walnut Creek Elementary School,Austin,TX,"401 West Braker Lane, 
Austin, TX  78753",30.379194,-97.68413,public,,78753
333,593,Webb Middle School,Austin,TX,"601 East Saint Johns Avenue, 
Austin, TX  78752",30.332413,-97.707405,public,3.0,78752
334,20409,Webb Primary Center,Austin,TX,"601 East Saint Johns Avenue, 
Austin, TX  78752",30.332413,-97.707405,public,2.0,78752
335,5886,Wells Branch Elementary School,Austin,TX,"14650 Merrilltown Drive, 
Austin, TX  78728",30.44641,-97.68799,public,3.0,78728
336,25154,West Cypress Hills Elementary School,Austin,TX,"3322 Ranch Road 620 South, 
Austin, TX  78738",30.327839,-97.96536,public,4.0,78738
337,2207,West Ridge Middle School,Austin,TX,"9201 Scenic Bluff Drive, 
Austin, TX  78733",30.302864,-97.88434,public,9.0,78733
338,9661,Westlake Alternative School,Austin,TX,"601 Camp Craft Road, 
Austin, TX  78746",30.278156,-97.81645,public,10.0,78746
339,2204,Westlake High School,Austin,TX,"4100 Westbank Drive, 
Austin, TX  78746",30.275679,-97.81373,public,,78746
340,5414,Westview Middle School,Austin,TX,"1805 Scofield Lane, 
Austin, TX  78727",30.416716,-97.689575,public,9.0,78727
341,5884,Westwood High School,Austin,TX,"12400 Mellow Meadow Drive, 
Austin, TX  78750",30.456322,-97.7977,public,4.0,78750
342,611,Widen Elementary School,Austin,TX,"5605 Nuckols Crossing Road, 
Austin, TX  78744",30.188713,-97.74008,public,9.0,78744
343,587,Williams Elementary School,Austin,TX,"500 Mairo Street, 
Austin, TX  78748",30.180973,-97.79151,public,1.0,78748
344,588,Winn Elementary School,Austin,TX,"3500 Susquehanna Lane, 
Austin, TX  78723",30.314882,-97.66498,public,4.0,78723
345,589,Wooldridge Elementary School,Austin,TX,"1412 Norseman Terrace, 
Austin, TX  78758",30.364952,-97.70985,public,3.0,78758
346,590,Wooten Elementary School,Austin,TX,"1406 Dale Drive, 
Austin, TX  78757",30.352917,-97.71915,public,5.0,78757
347,591,Zavala Elementary School,Austin,TX,"310 Robert Martinez Junior Street, 
Austin, TX  78702",30.258272,-97.71954,public,6.0,78702
348,592,Zilker Elementary School,Austin,TX,"1900 Bluebonnet Lane, 
Austin, TX  78704",30.252544,-97.77457,public,4.0,78704
349,,,,,,,,,7.0,
