,Name,Zip code,latitude,longitude
212,Cover 3,78757,30.3586849562721,-97.7350158670119
213,Warehouse Billiard Bar,78704,30.2185592651367,-97.757682800293
214,Mezcalería Tobalá,78702,30.2620067596436,-97.7225952148438
215,Sophia's,78701,30.26955,-97.74751
216,Austin Taco Project,78701,30.26506,-97.73862
217,Holy Roller,78701,30.26948,-97.74943
218,Kung Fu Saloon,78701,30.2703265,-97.7502847
219,W XYZ Bar,78758,30.4028119241257,-97.7237724701505
220,Scholz Garten,78701,30.2773110437902,-97.7365262639869
221,Texas Reds and Whites Tasting Room,78701,30.26487,-97.73762
222,The Library Bar,78701,30.2667407989502,-97.7390823364258
223,The Rooftop Bar,78701,30.26678,-97.73917
224,Tacos and Tequila,78703,30.2727939974674,-97.7606394828728
225,Visconti Ristorante & Bar,78746,30.30194,-97.82954
226,The Eastern,78702,30.26287,-97.72682
227,Abel's On the Lake,78703,30.29493,-97.78381
228,Key Bar,78701,30.26972,-97.74934
229,Star Bar,78701,30.2698824290103,-97.748554037788
230,Batch - Craft Beer and Kolaches,78723,30.2871694082172,-97.7031195536256
231,Kinda Tropical,78702,30.2568019517852,-97.7029324695468
232,Red's Porch,78759,30.400058,-97.739168
233,Somersault Innovative Cocktails,78758,30.4029154,-97.7236497
234,District Kitchen & Cocktails,78749,30.2014264170508,-97.8796087791679
235,Fogueira Gaúcha Brazilian Steakhouse,78681,30.489251,-97.680032
236,Draft Shack Oyster Bar,78758,30.4062692,-97.7202672
237,Hops and Grain,78702,30.25832541205,-97.7117743072167
238,Hudson Tavern,78734,30.412,-97.92722
239,Justine's Brasserie,78702,30.253236,-97.700576
240,Sake Mama,78701,30.26635,-97.73763
241,Freedmen's,78705,30.288439,-97.747897
242,Eureka!,78701,30.2678427491661,-97.7412401139736
243,400 Rabbits Bar,78739,30.199722,-97.869529
244,Wicked Backyard,78748,30.156761,-97.792378
245,Cover 2,78750,30.457156,-97.791483
246,Hangar Lounge,78701,30.266504262,-97.745026801
247,Texas Chili Parlor,78701,30.2768182754517,-97.7421728521585
248,Cedar Street Courtyard,78701,30.2669887542725,-97.745231628418
249,Tillery Kitchen and Bar,78702,30.25153,-97.70872
250,Bucket's Deli and Sports Bar,78702,30.25666,-97.72272
251,Barton Springs Saloon,78704,30.26133,-97.75879
252,Winebelly,78704,30.24141,-97.75892
253,Mandala Kitchen & Bar,78704,30.2558810087551,-97.7628875523806
254,Beerland,78701,30.2678058377023,-97.7365219064921
255,Lakeway's Speakeasy and Cigar Bar,78734,30.34999,-97.96471
256,Taco Flats,78756,30.330914,-97.740225
257,Nuvola Bar,78701,30.2669,-97.74289
258,Sellers,78701,30.2666132238106,-97.7454840391874
259,Summit Rooftop Lounge,78701,30.267579,-97.743872
260,G&S Lounge,78704,30.24135,-97.76046
261,Rio Rita,78702,30.27413,-97.7198
262,Soto - South Lamar,78704,30.25576,-97.76252
263,The Grand,78751,30.3060894012451,-97.7152328491211
264,Lavaca Street Bar,78701,30.26712,-97.74559
265,Barracuda,78701,30.26717,-97.7365
266,The Cavalier,78702,30.262942,-97.714676
267,Lavaca Street Bar At Rock Rose,78758,30.4005886869507,-97.723215790346
268,Little Woodrow's ,78756,30.329127876655,-97.7395716792886
269,The Rattle Inn,78701,30.27033,-97.74844
270,Lin Asian Bar And Dim Sum,78703,30.27281,-97.75799
271,Dirty Dog Bar,78798,30.26645,-97.73801
272,Bike & Brew ATX,78702,30.25841,-97.71143
273,Houndstooth Coffee,78702,30.2814468098981,-97.7095832100541
274,Blind Pig Pub,78701,30.2669372558594,-97.7398681640625
275,290 West Club,78737,30.2106547082446,-97.9688636691003
276,Halcyon,78701,30.2669600634204,-97.7457208584112
277,Wild Kitchen And Bar,78669,30.3480007073344,-98.0574777230884
278,Sundancer Grill,78734,30.381445,-97.9596972
279,Frank,78701,30.2668892772151,-97.7444967258494
280,Doc's Motorworks 38th,78705,30.3059953,-97.7443195
281,Green Light Social,78701,30.2703808804593,-97.7503718697005
282,Edwin's Sports Bar,78701,30.26628,-97.73585
283,Castro's Bar and Grill,78734,30.35478,-97.961337
284,The Grackle,78702,30.26258,-97.72417
285,The Grove Wine Bar & Kitchen,78746,30.2963184857946,-97.8328549861908
286,The East End On 7th,78702,30.2568492,-97.7023407
287,The Highball,78704,30.2561289911694,-97.7632124508172
288,Loro,78704,30.24775,-97.77127
289,Old Thousand,78702,30.26962,-97.72992
290,Violet Crown Cinema,78701,30.26554,-97.74806
291,Burnside's Tavern,78701,30.2668989919451,-97.7389753428766
292,Antone's Nightclub,78701,30.2660523,-97.7403876
293,The League Kitchen And Tavern,78737,30.2063769,-97.9761169
294,Lynx Bar and Grill,78723,30.31944,-97.70657
295,The Detour,78735,30.2335573,-97.8661206
296,Volstead Lounge,78702,30.2581775581538,-97.7148056030273
297,Hookah Buzz,78759,30.4175368500966,-97.7456080926093
298,Touche',78701,30.26666,-97.73875
299,Olamaie,78701,30.2798862457275,-97.7436752319336
300,BD Riley's Irish Pub Downtown,78701,30.267778,-97.741059
301,LUX ,78701,30.2696516128734,-97.7493387614233
302,The Saxon Pub,78704,30.2536067962646,-97.7634658813477
303,OK Corral,78704,30.22652,-97.77042
304,Chuy's,78704,30.263803,-97.763323
305,Spinners Bar & Grill,78728,30.4308064883808,-97.6713193
306,Valhalla,78701,30.26806,-97.73684
307,Halcyon,78723,30.29812,-97.70533
308,Hanovers 2.0,78728,30.47609,-97.67361
309,Atrium Lounge,78701,30.268984,-97.740336
310,Posse East,78705,30.29142,-97.73465
311,Stella Public House,78723,30.2978198875665,-97.7055143730163
312,Jack Allen's Kitchen,78757,30.3612,-97.73943
313,Juliet Italian Kitchen,78704,30.26184,-97.76006
314,Moon River Bar & Grill,78733,30.3257676051843,-97.8820037841797
315,The Dizzy Rooster,78799,30.2671,-97.74024
316,Maggie Mae's,78701,30.2670273,-97.7397009
317,The Parlor,78751,30.30873,-97.73406
318,The Rotten Bunch,78717,30.4984434463754,-97.777564941803
319,Hotel Vegas,78702,30.26352,-97.72711
320,Radio Coffee & Beer,78704,30.231538,-97.787778
321,St. Genevieve,78758,30.4013526371326,-97.7228714453827
322,Noa Noa Bar & Grill,78702,30.256955,-97.702231
323,Baker St. Pub & Grill,78704,30.2418,-97.78381
324,Shady Grove,78704,30.262983,-97.76193
325,Launderette,78702,30.25193,-97.72273
326,Last Straw,78702,30.26167,-97.72154
327,Licha's Cantina,78702,30.264108,-97.728966
328,The Growler Bar,78660,30.4491784677329,-97.6066342276654
329,Little Woodrow's - Southpark Meadows,78748,30.166004,-97.793306
330,The Common Interest,78757,30.366182,-97.728973
331,Trifecta On 3rd,78701,30.26744,-97.74941
332,The Water Trough at Lone Star Court,78758,30.3953578,-97.7262403
333,Mour Cafe,78741,30.2435537462959,-97.7287131894612
334,The Tavern,78703,30.277075,-97.7511169
335,Soma Lounge,78701,30.267708,-97.74627
336,L'Oca d'Oro,78723,30.297251,-97.704674
337,The Iron Bear,78701,30.270101419529,-97.7432864219643
338,Dolce Vita,78751,30.30489,-97.72621
339,Texas Bar & Grill,78728,30.45037,-97.694688
340,Balkan Cafe & Grill,78753,30.3876,-97.68399
341,Punch Bowl Social Austin,78758,30.400207432783,-97.725505609787
342,The Grove Wine Bar & Kitchen,78701,30.27102,-97.750691
343,National Karaoke League - Austin Division,78704,30.266515,-97.745681
344,Josey's Bar and Grill,78734,30.37435,-97.98705
345,House Wine,78704,30.26194,-97.75894
346,Ah Sing Den,78702,30.26485,-97.7313
347,The Park on South Lamar,78704,30.2363116,-97.7934158
348,Barley Bean,78704,30.23962,-97.78914
349,Gino's Vino Osteria,78723,30.307265,-97.706995
350,The Chugging Monkey,78701,30.26722,-97.74078
351,Second Bar + Kitchen,78758,30.4023750200579,-97.721345834434
352,Deckhand Oyster Bar - South,78704,30.2350720320656,-97.7933467962823
353,Hudson's Hill Country,78734,30.396299,-97.93184
354,Sway,78704,30.250142,-97.754556
355,Uchi,78704,30.25754,-97.75981
356,Stonehouse Coffee & Bar,78704,30.2552525364648,-97.7617144054383
357,Eden East,78702,30.2578792675725,-97.7002314099258
358,Little Woodrow's West 6th St.,78701,30.26978,-97.7480999
359,Fukumoto Sushi & Yakitori,78702,30.2647051303186,-97.731695353373
360,Coffee Shark,78730,30.371913,-97.802155
361,Swan Dive,78701,30.267126,-97.7365839
362,Friends Bar,78701,30.26777,-97.7407999
363,Le Politique,78701,30.26534,-97.74905
364,Let Them Talk Bar,78717,30.47998,-97.80108
365,Hillside Farmacy,78702,30.2680931091309,-97.7269134521484
366,Cafe Blue - Downtown,78701,30.26365,-97.74084
367,Stardust Club,78748,30.14572,-97.83355
368,Come and Take It Live,78741,30.24022,-97.72808
369,Pluckers,78705,30.2862846755023,-97.7449311760574
370,Highland,78701,30.2670059204102,-97.7449569702148
371,The Lobby Lounge,78701,30.26232,-97.74232
372,Living Room Lounge - W Hotel Austin,78701,30.26535,-97.74671
373,The Rooftop Bar,78705,30.29283,-97.7417399
374,Waterloo Ice House N Capital of TX Highway,78731,30.3608333,-97.7893752
375,Bikinis Sports Bar & Grill,78701,30.26778,-97.74073
376,Italic,78701,30.2682,-97.74402
377,Ethics Music Lounge,78701,30.2670490323692,-97.7435471490026
378,Shooters Billiards & Sports Bar,78726,30.4538250316612,-97.829001108004
379,Shenanigans Night Club,78729,30.44644,-97.77896
380,Zax Restaurant & Bar,78704,30.2589030496681,-97.7483948687172
381,77 Degrees Rooftop,78758,30.401316057136,-97.7232357692984
382,Clearport,78701,30.2667080057076,-97.7375103914017
383,Doc B's Fresh Kitchen,78758,30.402758,-97.719745
384,The Water Tank,78729,30.434814453125,-97.7667236328125
385,Coyote Ugly,78701,30.2664833068848,-97.7381896972656
386,El Mercado,78701,30.27973,-97.74147
387,Raggedy Anne's,78728,30.4359607696533,-97.6840057373047
388,Cuvée Coffee Bar,78702,30.261483,-97.720973
389,Eurasia Sushi Bar & Seafood,78735,30.23473,-97.87769
390,June's,78704,30.2463083255216,-97.7511458576444
391,The North Door,78702,30.2645699,-97.7339388
392,Dakota Lounge,78701,30.26859,-97.74566
393,Anderson Mill Pub,78750,30.4465141296387,-97.8056259155273
394,III Forks,78701,30.26435,-97.74676
395,The League Kitchen & Tavern,78717,30.4977090461029,-97.7737116701834
396,Margaritaville,,30.282148,-97.74497
397,Cheers Shot Bar,78701,30.2672,-97.73854
398,Threadgill's,78704,30.2583831730437,-97.7485205293009
399,Paris Hookah Lounge,78758,30.3794915,-97.7126344
400,Parish,78701,30.267593,-97.740823
401,Concrete Cowboy,78701,30.270074128333,-97.750461339859
402,Flamingo Cantina,78701,30.26639,-97.73777
403,Aussie's Grill & Beach Bar,78704,30.25898,-97.74808
404,Vulcan Gas Company,78701,30.267162322998,-97.7384643554688
405,Darwin's Pub,78701,30.2671718597412,-97.7406845092773
406,Glass Half Full,78717,30.47594,-97.80257
407,Midtown Live Sports Cafe,78752,30.3292980194092,-97.6904373168945
408,Rewind,78741,30.4758816,-97.6731567
409,Mi Madre's,78722,30.28412,-97.7189099
410,The Compound,78702,30.2622196823359,-97.7301733195782
411,Bolivar Cigar Lounge,78701,30.26249,-97.74177
412,Copper Top Tavern,78681,30.4892134397805,-97.7300692386678
413,Lonesome Dove Western Bistro,78701,30.2673,-97.74428
414,Waterhole Saloon,78617,30.18541,-97.5514
415,Grizzelda's,78702,30.252196981289,-97.7082111244723
416,Lola Savannah Coffee Lounge,78746,30.2961801775877,-97.8321158892926
417,The Rooftop Over Lake Travis,78732,30.4061508,-97.8749237
418,Homer's Neighborhood Bar,78728,30.4356409178133,-97.6737805006219
419,The Ranch,78701,30.2702312774387,-97.7500819055225
420,J T Youngblood's,78723,30.2981255804541,-97.7055894748688
421,Bazille,78758,30.4022442392014,-97.7204028617381
422,Intero Restaurant,78702,30.2538078303281,-97.7146533178121
423,Ojos Locos Sports Cantina,78752,30.3370343798347,-97.7022547924471
424,Shakespeare's Pub,78701,30.26752,-97.73971
425,Aviator Pizza & Drafthouse,78745,30.19524,-97.7774
426,Austin City Limits Studio,78705,30.28916,-97.74079
427,Recess Arcade Bar,78701,30.26771,-97.7405
428,Little Woodrow's - Parmer Ln,78729,30.4452477,-97.7441977
429,Sugar Daddy's Bar Round Rock,78664,30.5084036,-97.67855
430,Hyde Park Bar & Grill Central,78751,30.30419,-97.72668
431,Barcelona,78799,30.2675569844717,-97.7409903100922
432,101 By Teahaus,78752,30.33712,-97.71728
433,Kung Fu Saloon,78758,30.400905,-97.722687
434,La Matta,78702,30.26222,-97.72673
435,Micheladas Cafe y Cantina,78701,30.26328,-97.74097
436,Eddie V's Prime Seafood,78701,30.26613,-97.74058
437,Emo's,78741,30.24022,-97.72808
438,Hopdoddy Burger Bar,78757,30.357621,-97.733102
439,The Nook Amphitheater,78701,30.267016,-97.740148
440,ACL Live at The Moody Theater,78701,30.26534,-97.74708
441,Il Brutto,78702,30.26245,-97.72619
442,Bat Bar Austin,78701,30.2677402496338,-97.7405776977539
443,The Barber Shop,78620,30.19259,-98.08876
444,Zaytouna Lounge,78753,30.3876,-97.68399
445,Opa! Coffee & Wine Bar,78704,30.24899,-97.76946
446,The Whiskey Room,78701,30.26646,-97.738113
447,MooseKnuckle Pub,78701,30.26725,-97.73886
448,Los Catrachos,78753,30.3745727539062,-97.6718673706055
449,Cherrywood Coffeehouse,78722,30.29332,-97.71597
450,Topgolf,78758,30.3982988883254,-97.7175606715332
