,Restaurant_Name,Zip code,Restaurant_Rating,Restaurant_latitude,Restaurant_longitude
185,CAVA,78701,5.0,30.26721,-97.74296
186,The Hightower,78702,4.0,30.264821,-97.729488
187,Corner,78701,4.0,30.264545,-97.74329
188,Clay Pit,78701,4.0,30.279073,-97.74232
189,The Carillon,78705,4.5,30.2818694031,-97.7400357374344
190,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
191,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
192,Stella San Jac,78701,4.0,30.2665762751589,-97.740525726058
193,CAVA,78705,4.5,30.2885622487397,-97.741684423978
194,The Grub House,78701,4.5,30.2674408,-97.7368622
195,Sophia's,78701,4.0,30.26955,-97.74751
196,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
197,The Backspace,78701,4.0,30.26685,-97.74043
198,Fixe Austin's Southern House,78701,4.0,30.26853,-97.74773
199,Gus's World Famous Fried Chicken,78701,4.0,30.2634862,-97.7417305
200,Salty Sow,78722,4.5,30.2836497259461,-97.7213180065155
201,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
202,CAVA,78705,4.5,30.2885622487397,-97.741684423978
203,The Carillon,78705,4.5,30.2818694031,-97.7400357374344
204,CAVA,78701,5.0,30.26721,-97.74296
205,Clay Pit,78701,4.0,30.279073,-97.74232
206,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
207,Freedmen's,78705,4.0,30.288439,-97.747897
208,The Grub House,78701,4.5,30.2674408,-97.7368622
209,Chicken Lollypop,78702,5.0,30.27412,-97.72018
210,Sophia's,78701,4.0,30.26955,-97.74751
211,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
212,The Backspace,78701,4.0,30.26685,-97.74043
213,Fixe Austin's Southern House,78701,4.0,30.26853,-97.74773
214,Insennity,78705,5.0,30.2861986,-97.7425615
215,Song La,78705,4.5,30.286232,-97.742502
216,Don Japanese Kitchen,78705,4.5,30.29284,-97.7417399
217,Eureka!,78701,4.0,30.2678427491661,-97.7412401139736
218,Patrizi's,78722,4.5,30.2839715080976,-97.7172101465576
219,Parkside,78701,4.0,30.2670631408691,-97.7403259277344
220,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
221,Clay Pit,78701,4.0,30.279073,-97.74232
222,The Carillon,78705,4.5,30.2818694031,-97.7400357374344
223,Second Bar + Kitchen,78701,4.0,30.2645939290629,-97.7444895054345
224,CAVA,78701,5.0,30.26721,-97.74296
225,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
226,Austin Taco Project,78701,4.0,30.26506,-97.73862
227,CAVA,78705,4.5,30.2885622487397,-97.741684423978
228,Corner,78701,4.0,30.264545,-97.74329
229,The Hightower,78702,4.0,30.264821,-97.729488
230,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
231,Ramen Tatsu-Ya,78702,4.5,30.26326,-97.72624
232,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
233,Sophia's,78701,4.0,30.26955,-97.74751
234,Stella San Jac,78701,4.0,30.2665762751589,-97.740525726058
235,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
236,Fixe Austin's Southern House,78701,4.0,30.26853,-97.74773
237,The Grub House,78701,4.5,30.2674408,-97.7368622
238,The Backspace,78701,4.0,30.26685,-97.74043
239,Gus's World Famous Fried Chicken,78701,4.0,30.2634862,-97.7417305
240,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
241,Olive & June,78703,4.0,30.30726,-97.75113
242,Jeffrey's,78703,4.0,30.2803621441126,-97.7590721100569
243,Hula Hut,78703,3.5,30.2947120806306,-97.7843958519819
244,Cipollina,78703,3.5,30.2807,-97.75843
245,Food Food,78703,4.0,30.3042316436768,-97.7640686035156
246,Rabbit Food Grocery,78703,5.0,30.2976016,-97.7673076
247,The Big Kahuna,78756,4.5,30.321166,-97.739538
248,Zocalo Café,78703,4.0,30.2801055908203,-97.7594833374023
249,Abel's On the Lake,78703,2.5,30.29493,-97.78381
250,Pinch,78705,4.5,30.2876780434401,-97.7427316687172
251,Ceviche7,78705,5.0,30.29634,-97.74139
252,Josephine House,78703,3.5,30.280623,-97.759015
253,Galaxy Cafe,78703,4.0,30.27937,-97.75999
254,Brick Oven on 35th,78703,4.0,30.307613,-97.7509029
255,Tiny Boxwoods,78703,3.5,30.30606,-97.74975
256,All My Ex's,78705,5.0,30.29154,-97.74146
257,Lee's Meat Market,78798,4.0,30.3084854393881,-97.7506077289581
258,Longhorn Chicken,78705,4.0,30.29051,-97.74464
259,Kerbey Lane Cafe,78731,4.0,30.30803,-97.75047
260,Tuk Tuk Thai Cafe,78745,4.0,30.21589,-97.79683
261,Cuba 512,78745,4.0,30.2092761993408,-97.8150634765625
262,Taqueria Morales,78745,4.5,30.2003265,-97.8000062
263,Cherry Creek Catfish,78745,4.0,30.2146892056764,-97.7993884507873
264,Lebowski's Grill,78745,5.0,30.2067680296987,-97.816469773419
265,The Tipsy Pizza,78745,4.0,30.209454,-97.782287
266,Rusty Cannon Pub,78745,3.5,30.20985,-97.7820799
267,Emojis Grilled Cheese Bar,78745,4.0,30.203634262085,-97.7858963012695
268,Bamboo Bistro West Gate,78745,3.5,30.2076956,-97.8156256
269,Casa Garcia's,78745,4.0,30.202119,-97.806249
270,Jalapeños Taco Bar,78745,3.5,30.2031973923104,-97.8057224303484
271,Taqueria Arandas,78745,4.0,30.2166,-97.7989
272,Lotus Joint,78745,5.0,30.2238363197946,-97.8022950682028
273,Mami's Taco's,78745,4.5,30.199933122366,-97.8080944184235
274,La Posada Mexican Restaurant,78745,4.0,30.208303,-97.815419
275,Tutty Frutty,78745,4.0,30.1973787656538,-97.785772622091
276,The Vegan Yacht,78745,4.0,30.2188160252696,-97.7954140305519
277,Full English,78745,3.5,30.21888,-97.79565
278,Old School Kolaches,78745,5.0,30.2153869,-97.7960118
279,Cilantro's,78745,3.5,30.2102146148682,-97.786979675293
280,CAVA,78746,4.5,30.2729144,-97.8000585
281,Villarina's Pasta & Fine Foods,78646,4.5,30.273205,-97.800709
282,Las Palomas Restaurant & Bar,78746,3.5,30.271881,-97.800071
283,Blue Dahlia Bistro,78746,4.0,30.278640289503,-97.80777385929
284,Modern Market,78746,4.0,30.2727063,-97.8002069
285,Lotus Hunan,78746,3.5,30.2730240104014,-97.7994064273714
286,Marye's Gourmet Pizza,78746,4.5,30.2788789699226,-97.807303494104
287,Great Harvest Bread Company,78746,4.0,30.2728,-97.80017
288,Osio,78746,4.0,30.2574765541101,-97.8075747663392
289,Texas Honey Ham Company,78746,4.5,30.280861,-97.807227
290,Bombay Grill Indian Restaurant,78746,3.5,30.2733634858159,-97.8003334018488
291,Tacodeli,78746,4.5,30.25827,-97.78747
292,Chinatown Westlake,78746,3.0,30.2717352087104,-97.7866138650818
293,360 Pizza,78746,4.5,30.271439,-97.786221
294,Blenders and Bowls - Westlake,78746,4.5,30.28068,-97.80693
295,Cafe Bistro,78746,4.0,30.2587799228757,-97.8084361553192
296,Sarku Japan,78746,4.0,30.257642,-97.807724
297,The Big Kahuna,78756,4.5,30.321166,-97.739538
298,Jason's Deli,78746,3.5,30.275263,-97.800574
299,"Rudy's ""Country Store"" & Bar-B-Q",78746,4.5,30.26381,-97.81522
300,The Rotten Bunch,78717,4.5,30.4984434463754,-97.777564941803
301,The League Kitchen & Tavern,78717,4.0,30.4977090461029,-97.7737116701834
302,Twin Panda,78729,4.5,30.478817,-97.766685
303,Tony C's,78717,4.0,30.49695,-97.77433
304,P King,78717,3.5,30.4882144927979,-97.7721710205078
305,Snap Kitchen,78717,4.0,30.4970303,-97.7744675
306,Smokey Mo's BBQ - Avery Ranch,78717,3.5,30.4995187,-97.7770837
307,Brooklyn Heights Pizzeria,78717,3.5,30.4992731168111,-97.7774875819576
308,Hunan Ranch,78717,3.5,30.4991328182451,-97.7774116227539
309,Morelia Mexican Grill,78717,3.0,30.486592,-97.769706
310,Avery Ranch Golf Club House Sunset Bar & Grill,78717,3.5,30.5029907226562,-97.773078918457
311,Suprabhat,78717,3.5,30.47817,-97.76615
312,Marco's Pizza,78717,4.5,30.48876,-97.77234
313,Shipley Do-Nuts,78717,4.0,30.488705,-97.772233
314,Taco Bell,78717,2.5,30.48794,-97.77137
315,Papa John's Pizza,78717,2.5,30.47794,-97.76488
316,Taco Bell,78717,2.0,30.4865989238395,-97.7701677199061
317,Subway,78717,2.0,30.4864590366117,-97.7695792545058
318,McDonald's,78717,2.0,30.4962743702193,-97.7754610776901
319,Sonic Drive-In,78717,2.0,30.4776774,-97.7661519
320,Culinary Dropout,78758,4.0,30.403653,-97.721503
321,Lotus + Cleaver,78758,4.5,30.40101,-97.72247
322,Halal Bros,78758,4.5,30.39257,-97.70742
323,Paul Martin's Austin Grill,78758,4.0,30.402853,-97.721297
324,Bazille,78758,4.5,30.4022442392014,-97.7204028617381
325,Chi'Lantro,78758,4.0,30.39442,-97.720184
326,Sway,78758,4.0,30.4004932869176,-97.7227822272256
327,Doc B's Fresh Kitchen,78758,4.5,30.402758,-97.719745
328,Mia Italian Tapas & Bar,78758,4.0,30.4010480276062,-97.7229421220703
329,Second Bar + Kitchen,78758,4.0,30.4023750200579,-97.721345834434
330,Velvet Taco,78758,4.0,30.40101,-97.72247
331,Thai Kun,78758,4.0,30.4016022028548,-97.7223529556808
332,Yard House,78758,4.0,30.4053,-97.72308
333,Kabobzi Mediterranean Grill,78758,4.5,30.39573,-97.71953
334,Cluck-N-Burger,78758,5.0,30.38409,-97.71473
335,Draft Shack Oyster Bar,78758,4.0,30.4062692,-97.7202672
336,Rice Bowl Cafe,78753,4.0,30.382525452192,-97.6885507713028
337,Flower Child,78758,4.5,30.40368,-97.72156
338,Peace Bakery and Deli,78753,4.5,30.381804,-97.687232
339,Turf N Surf Po' Boy,78758,3.5,30.4008323136614,-97.7229822854584
340,The Peached Tortilla,78719,3.5,30.20215,-97.66713
341,The Salt Lick BBQ - Austin Airport,78719,3.5,30.2019912680496,-97.6677999596634
342,Veronica's Papusas Y Tacos,78744,5.0,30.1890910916204,-97.6861659809947
343,Vino Volo,78617,4.0,30.1997730903084,-97.6649259655231
344,Ray's Street Side,78719,3.0,30.2026494431007,-97.6673506057267
345,Second Bar + Kitchen ABIA,78719,3.0,30.2021049861623,-97.6655716449022
346,Mangia Pizza,78719,3.5,30.202624405787,-97.6672727302188
347,Annie's Cafe and Bar,78719,3.0,30.2022583404733,-97.670186237326
348,Taqueria Mis Tresoros,78744,5.0,30.1674511785192,-97.6921641623562
349,Maudie's,78719,2.0,30.2020539526401,-97.6679446297081
350,Rib Majesty BBQ,78758,3.5,30.202633,-97.668146
351,Thundercloud Subs,78719,3.0,30.202037,-97.667071
352,Baja St Tacos & Coastal Cuisine,78702,5.0,30.2642856452402,-97.7279278228155
353,Hill's Cafe,78719,2.0,30.2020651569641,-97.6661600310745
354,Belly Up,78701,4.5,30.2608476,-97.7382623
355,Saigon Le Vendeur,78702,4.5,30.2613162994385,-97.7145767211914
356,The Big Kahuna,78756,4.5,30.321166,-97.739538
357,Schlotzsky's,78719,2.5,30.2020401493378,-97.6680569828036
358,Dragon Delights,78702,4.0,30.2613466,-97.7142336
359,Mangia Pizza,78719,2.5,30.201819727111,-97.6679287056961
360,Caspian Grill,78759,4.5,30.4286222,-97.7604696
361,Pour House Pints And Pies,78759,4.0,30.4228443049482,-97.7553981431361
362,Kanji Ramen,78759,4.0,30.430654,-97.764294
363,OneTaco - an urban taqueria,78759,4.0,30.4254882999783,-97.7536881421342
364,Uzeat Restaurant,78759,4.5,30.43327,-97.77172
365,Fat Dragon,78759,4.0,30.43327,-97.77172
366,New Awlins Cafe,78759,4.0,30.4331162729744,-97.7715142072994
367,Chuy's,78759,4.0,30.418443,-97.747839
368,Poke House,78759,4.5,30.4061981042147,-97.7463034540415
369,Brick House Tavern + Tap,78759,3.5,30.4179506798627,-97.7475302281723
370,Pappadeaux Seafood Kitchen,78759,3.5,30.414657,-97.745024
371,Catfish Parlour - North Austin,78759,4.0,30.4242574419727,-97.7497927263283
372,Yummi Tacos,78759,4.0,30.428721,-97.760415
373,Rudy's Country Store & Bar-B-Q,78759,4.5,30.4141998391458,-97.7469116093729
374,Asia Cafe,78759,4.0,30.43327,-97.77172
375,Chen's Noodle House,78759,4.0,30.43327,-97.77172
376,Blue Basil,78759,4.0,30.43327,-97.77172
377,Bone Daddy's BBQ,78759,3.5,30.4157183214564,-97.7452174418976
378,Super Burrito at the Water Tank,78729,4.0,30.43508,-97.76645
379,Biryani & Co.,78759,4.5,30.40681,-97.74673
380,Country Boyz Fixins,78721,4.5,30.2792292692514,-97.6871675728775
381,Kinfolk BBQ,78721,5.0,30.285716,-97.681696
382,Justine's Brasserie,78702,4.0,30.253236,-97.700576
383,Eden East,78702,4.0,30.2578792675725,-97.7002314099258
384,Papa Joe's Tex-Mex,78702,4.5,30.26098,-97.69832
385,Sa-Tén - Canopy,78702,4.5,30.2619597964214,-97.6990253046073
386,El Secreto De Abuela,78702,4.0,30.2564749782332,-97.6924788366944
387,Cafe Del Sol,78721,4.0,30.26105,-97.68273
388,Sawyer & Co,78702,4.0,30.2513332366943,-97.7017822265625
389,Taqueria La Libertad,78702,5.0,30.27025,-97.697328
390,Beto's Mexican Restaurant,78721,4.5,30.27399,-97.69707
391,Dan's Hamburgers - Austin,78702,4.0,30.2584686279297,-97.6938400268555
392,The Originals SalvaTex Cuisine,78702,4.5,30.2763774799727,-97.7004396128992
393,Taqueria el Torito,78702,5.0,30.27031,-97.69738
394,Tiny's Tacos,78702,5.0,30.27101,-97.69692
395,Killa Wasi,78702,4.5,30.2569872977664,-97.6933858171105
396,Taqueria La Morena,78702,3.5,30.2549461469107,-97.6926120751466
397,Tacos Dunamis,78702,4.5,30.2540741919497,-97.698217579141
398,TAQUERIA  ELITA,78702,3.0,30.27032,-97.697364
399,Willie's Bar-B-Que,78721,3.5,30.28529,-97.68383
400,Salty Sow,78722,4.5,30.2836497259461,-97.7213180065155
401,8 Track,78722,4.5,30.28511,-97.71164
402,Contigo,78723,4.0,30.28804,-97.70335
403,Bird Bird Biscuit,78722,4.5,30.28492,-97.71398
404,L'Oca d'Oro,78723,4.0,30.297251,-97.704674
405,Patrizi's,78722,4.5,30.2839715080976,-97.7172101465576
406,Colleen's Kitchen,78723,4.0,30.2984,-97.704748
407,Abo Youssef,78722,4.5,30.283955,-97.719837
408,Chicken Lollypop,78702,5.0,30.27412,-97.72018
409,Eastside Cafe,78722,4.0,30.284,-97.7195
410,Elaine's at Eastside Cafe,78722,4.5,30.284,-97.7195
411,DIY Thai Food,78722,5.0,30.2965564727783,-97.7074203491211
412,School House Pub,78722,4.0,30.284213,-97.718819
413,Dai Due,78722,4.0,30.2848871297558,-97.7167839693365
414,Yuyo,78722,4.0,30.28407,-97.72177
415,Kyōten Sushiko,78723,4.5,30.29891,-97.70818
416,Unit-D Pizzeria,78722,4.5,30.2848241776318,-97.7169821018524
417,The Halal Corner,78723,4.0,30.306225107038,-97.7076307296322
418,Stella Public House,78723,3.5,30.2978198875665,-97.7055143730163
419,Kitchen Window,78751,5.0,30.30608,-97.71523
420,L'Oca d'Oro,78723,4.0,30.297251,-97.704674
421,Contigo,78723,4.0,30.28804,-97.70335
422,Colleen's Kitchen,78723,4.0,30.2984,-97.704748
423,The Halal Corner,78723,4.0,30.306225107038,-97.7076307296322
424,Gino's Vino Osteria,78723,4.5,30.307265,-97.706995
425,Xian Sushi and Noodle,78723,4.0,30.3029292726445,-97.6989614591002
426,DIY Thai Food,78722,5.0,30.2965564727783,-97.7074203491211
427,Kitchen Window,78751,5.0,30.30608,-97.71523
428,Paco's Tacos,78723,4.0,30.3075,-97.70581
429,Stella Public House,78723,3.5,30.2978198875665,-97.7055143730163
430,Bun Belly,78751,4.0,30.31124,-97.71505
431,Kyōten Sushiko,78723,4.5,30.29891,-97.70818
432,Sala and Betty,78751,4.5,30.31318,-97.71476
433,Pokeatery,78723,4.0,30.30557,-97.70986
434,Turntable Eatery,78751,4.5,30.31281,-97.7150599
435,Noon Mediterranean,78723,3.5,30.30254,-97.69826
436,J T Youngblood's,78723,3.5,30.2981255804541,-97.7055894748688
437,Hank's,78723,3.5,30.31203,-97.69365
438,Mum Foods,78722,5.0,30.2972641,-97.707266
439,Torchy's Tacos,78723,4.0,30.3035163105056,-97.6989054679871
440,Mi Puebla,78724,4.5,30.29005,-97.62819
441,Oasthouse Kitchen + Bar,78726,4.0,30.4224100300212,-97.8465196011887
442,Napa Flats Wood Fired Kitchen - Austin,78726,4.0,30.4186222113196,-97.8472590717649
443,Top Taco,78726,4.5,30.4438093,-97.8324636
444,Nik's Italian Kitchen + Bar,78726,3.5,30.415176,-97.850097
445,Flores Mexican Restaurant,78726,3.0,30.4188244,-97.8463623
446,Redfin Mobile Kitchen,78726,3.5,30.4212141,-97.8454272
447,Freebirds World Burrito,78726,3.5,30.4222627,-97.8456923
448,Morning Sunshine Breakfast Treats,78726,5.0,30.44421,-97.83213
449,Chicken Express,78726,4.0,30.421286,-97.846105
450,Freddy's Frozen Custard & Steakburgers,78726,3.5,30.4188243,-97.8463619
451,Schlotzsky's,78726,3.0,30.4237919440073,-97.8455345321128
452,K's Coffee Den,78726,5.0,30.4284553527832,-97.8423385620117
453,Whataburger,78726,3.0,30.4212141,-97.8454272
454,Domino's Pizza,78726,3.0,30.415176,-97.850097
455,Papa John's Pizza,78726,2.0,30.43946,-97.82664
456,Thai Cuisine,78727,4.0,30.4254760742188,-97.7167358398438
457,Tomodachi Sushi,78727,4.0,30.4254551351913,-97.7169332690769
458,Silver Grill Cafe,78727,3.0,30.425055,-97.716053
459,Sushi Junai 2,78727,4.0,30.4221802190919,-97.7017020061612
460,Tacodeli,78758,4.0,30.40744,-97.71322
461,Biryani Pot,78758,4.0,30.4173473291721,-97.7040982828728
462,Opal Divine's Marina,78727,3.5,30.42379,-97.70206
463,Todo Austin,78727,4.0,30.4241486,-97.7125702
464,The Taco Taxi,78727,4.5,30.432242,-97.7145152
465,O'daku Sushi,78727,4.0,30.4180224748019,-97.7023231784821
466,Kolache Factory,78727,3.5,30.42548,-97.71673
467,Mangia Pizza,78758,3.5,30.407499,-97.7134373
468,Moonies Burger House at Gracy Farms,78758,3.5,30.40744,-97.71322
469,P. Terry's Burger Stand,78758,3.5,30.414554,-97.705288
470,ThunderCloud Subs,78727,3.5,30.4220302438355,-97.7021743393696
471,Taco Cabana,78727,2.0,30.42069,-97.70277
472,Papa Murphy's,78758,3.5,30.4172969141099,-97.7042066044475
473,Chick-fil-A,78727,3.5,30.419029,-97.703338
474,Papa Murpheys Take & Bake Pizza,78758,5.0,30.4172969141099,-97.7042066044475
475,Subway,78758,3.5,30.4188385382532,-97.7033225055999
476,Garbo's,78728,4.5,30.4464221,-97.6857698
477,Inka Chicken,78728,4.5,30.4389,-97.67149
478,The Rolling Rooster,78727,4.5,30.437756835063,-97.6978736217692
479,El Huarache,78728,4.5,30.43596,-97.684
480,Ramos Restaurant,78728,4.0,30.4503683045361,-97.6948097077994
481,FD's Grillhouse,78660,3.5,30.443837,-97.666844
482,Texas Roadhouse,78660,3.5,30.449063,-97.665999
483,Crawfish Shack & Oyster Bar,78728,3.5,30.4352026050689,-97.6827533828034
484,Texas Bar & Grill,78728,4.0,30.45037,-97.694688
485,Four Seasons Chinese Restaurant,78728,3.5,30.44624,-97.68576
486,Polvo's,78728,3.0,30.44624,-97.68576
487,Cheddar's Scratch Kitchen,78660,3.0,30.444536112741,-97.6667929100541
488,Bheemas,78728,4.0,30.4352107278107,-97.6742550502624
489,Bombshells Restaurant & Bar,78660,2.5,30.4508088,-97.666382
490,Oasis,78728,4.0,30.44624,-97.68576
491,El Faro Taco & Cafe,78728,4.0,30.43549,-97.6744
492,Sniffies Bar B-Que,78728,5.0,30.45037,-97.69469
493,Wanfu 3,78727,3.0,30.4377647533018,-97.6975127414274
494,Bill Miller Bar-B-Q,78728,3.0,30.4388905,-97.6700897
495,Branch Bar B Que,78728,3.5,30.43549,-97.6744
496,Ola Poke,78750,4.0,30.44621,-97.78661
497,183 Grill Austin,78750,4.5,30.4583013084103,-97.79181843742
498,Papalote Taco House,78750,4.0,30.4433680264628,-97.7841979675734
499,The Mill Bar & Grill,78729,5.0,30.45227,-97.78107
500,Shandeez  Restaurant,78729,4.0,30.453765,-97.772964
501,The Melting Pot - Austin,78750,4.0,30.4458990191517,-97.7859183888855
502,New Awlins Cafe,78759,4.0,30.4331162729744,-97.7715142072994
503,Midori Sushi,78750,4.5,30.4487123886129,-97.7877934717583
504,Cover 2,78750,4.0,30.457156,-97.791483
505,Jardin Corona Mexican Restaurant,78729,4.0,30.44644,-97.77896
506,Davod's Mediterranean Market & Restaurant,78750,4.5,30.4497575,-97.7897605
507,Kerbey Lane Cafe,78750,3.0,30.447243,-97.787095
508,Texas Wings & Grill,78729,3.5,30.4459920044429,-97.7783560190341
509,Reale's Pizza & Café,78750,4.0,30.446430803618,-97.7910671534424
510,Mang Dedoy's,78729,3.5,30.45377,-97.77296
511,Nanking Restaurant,78750,4.0,30.4465741686715,-97.7917752566223
512,Texas Roadhouse,78750,3.5,30.4468938956666,-97.7887151436554
513,Sushi Hara,78729,4.5,30.46803,-97.76171
514,Cheddar's Scratch Kitchen,78750,3.5,30.4459905863115,-97.7878159672808
515,Super Burrito at the Water Tank,78729,4.0,30.43508,-97.76645
516,The Peached Tortilla,78756,4.0,30.33075,-97.74021
517,Saffron,78731,4.5,30.35501,-97.7555
518,Azul Tequila,78731,4.0,30.3427391,-97.7640076
519,Chez Zee American Bistro,78731,3.5,30.3367272,-97.7579259
520,Street,78731,4.0,30.35675,-97.74736
521,Chi'Lantro,78756,4.0,30.3245593141276,-97.740055874205
522,Falafel Fusion,78731,5.0,30.35292,-97.75394
523,Tacos Ivan,78731,4.5,30.352,-97.75657
524,Biderman's Deli,78731,4.0,30.356237,-97.758033
525,Taco Flats,78756,4.0,30.330914,-97.740225
526,Sap's Fine Thai Cuisine,78756,4.0,30.3335091520894,-97.7408943834809
527,Hao-Q Asian Kitchen,78731,4.0,30.3562298,-97.7580338
528,Victoria Provisions,78731,5.0,30.3542409,-97.7742702
529,Taco Fresco,78731,4.0,30.3375466267543,-97.7560901641846
530,Way South Philly Deli,78756,4.5,30.3243479175908,-97.7399788442358
531,Lucy's Fried Chicken,78756,3.5,30.328717,-97.740235
532,Sarah's Mediterranean Grill & Market,78756,4.0,30.32455,-97.740112
533,CraigO's Pizza & Pastaria,78731,3.5,30.33616,-97.7574099
534,Fonda San Miguel,78756,4.0,30.32545,-97.7435
535,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
536,Steiner Ranch Steakhouse,78732,3.5,30.38991,-97.87181
537,Cho Sushi Japanese Fusion,78732,4.0,30.38243,-97.88458
538,Lakeside Pizza & Grill,78732,3.5,30.36917,-97.8926199
539,Madras Dhaba,78732,4.5,30.38983,-97.89069
540,Kawa Asian Kitchen,78732,3.0,30.3878031106103,-97.8827818250216
541,Cups & Cones,78732,4.0,30.36917,-97.8926199
542,Tacos El Gallito,78732,3.0,30.38983,-97.89068
543,The Coffee Bean and Tea Leaf,78732,4.0,30.3879867155612,-97.8840388465576
544,Ronnie's Real Food Bistro,78733,4.0,30.33269,-97.8852
545,Sundancer Grill,78734,4.0,30.381445,-97.9596972
546,Lucy's Fried Chicken,78734,3.0,30.3919410933224,-97.9400729387999
547,Don Mario Mexican Restaurant,78734,4.0,30.3814053,-97.9451126
548,Gatti's Pizza,78734,1.5,30.3944794088602,-97.9340084642172
549,Chinos Banditos,78735,4.0,30.23312,-97.86559
550,Via 313 Pizza - Oak Hill,78735,4.5,30.232823,-97.865637
551,Chen Z Noodle House,78735,4.0,30.23312,-97.86559
552,Taqueria Chapala,78735,4.0,30.235807,-97.85538
553,Hecho En Mexico,78749,4.0,30.2284872486666,-97.8634008356514
554,Tino's Mexican Food,78735,4.5,30.233443,-97.8722839
555,Austin Pizza Garden,78735,3.5,30.2357725,-97.8590558
556,Sesame Hill,78735,3.0,30.2358712453476,-97.8556718677282
557,Austin's Pizza,78735,4.5,30.34027,-97.8630699
558,Donut Tacos Palace I,78735,3.5,30.2373452177042,-97.8402669395485
559,JuiceLand,78735,4.0,30.2335396804537,-97.8660480790863
560,Pizza Hut,78735,2.5,30.23545,-97.8614599
561,Jack in the Box,78749,2.5,30.2313557548136,-97.8643998507758
562,Subway,78735,2.5,30.23312,-97.86559
563,Winner Winner Rotisserie and Fine Foods,78736,4.5,30.23192,-97.9298432969589
564,The Rusty Mule,78736,4.5,30.2312371513822,-97.927311988385
565,"Lox, Box & Barrel",78736,4.5,30.23003,-97.93405
566,Busty Bites,78736,5.0,30.2315001023537,-97.927200011909
567,Gordo's Tortas & BBQ,78737,4.5,30.2302033152743,-97.9351133399506
568,Stubbs At Graceland Grocery,78736,3.5,30.2347352,-97.9116111
569,Waffle House,78724,2.5,30.32934,-97.65779
570,Subway,78736,2.5,30.231031,-97.933937
571,Pieous,78737,4.5,30.2108700401035,-97.9685118872295
572,Tia's Kitchen,78737,5.0,30.19916,-97.97097
573,Cafe Ybor Food Bus,78737,5.0,30.1994915,-97.9718798
574,EL CHARRO Amigo,78737,3.5,30.2112266684343,-97.9689646780841
575,Rocco's Grill,78738,4.0,30.305665,-97.933315
576,BackDraft Pizzeria,78738,5.0,30.3201648189332,-97.9524979656067
577,Tadashi,78738,3.5,30.3093715923974,-97.9410393182465
578,Chi-Town Chicago Style Eatery,78738,4.5,30.3203791218715,-97.9525790736079
579,Chisos Grill,78738,3.5,30.3084170008421,-97.9382196232753
580,Bon Japanese Cuisine,78738,4.5,30.323924,-97.957994
581,Cafe Blue,78738,3.5,30.30918,-97.94027
582,Meridian 98,78738,4.0,30.309514,-97.935608
583,Mandola's Italian,78738,4.0,30.3051207251419,-97.9419097938217
584,All Star Burger,78738,4.0,30.309307291511,-97.9425991694709
585,Buenos Aires Café - Galleria,78738,3.5,30.309195,-97.9389124
586,Tony C's Coal Fired Pizza,78738,3.5,30.3092945864175,-97.9407862749771
587,Elle's Cafe & Coffee,78738,4.5,30.3087624364541,-97.9468688293609
588,Emerald Restaurant,78738,3.5,30.30835,-97.9529699
589,Baguette et Chocolat,78738,4.0,30.307291,-97.927277
590,Simply Pho House,78738,3.5,30.3073583195024,-97.9448628609518
591,Madam Mam's,78738,3.5,30.3071683002746,-97.9359425290738
592,Plate By Dzintra,78738,4.0,30.3041192521061,-97.9419280589007
593,Jersey Giant Pizza,78738,4.0,30.3097125031556,-97.9612193042217
594,Maudie's Hill Country,78738,3.0,30.304761430141,-97.9373935981999
595,District Kitchen & Cocktails,78749,4.0,30.2014264170508,-97.8796087791679
596,Satellite Eat Drink Orbit,78749,3.5,30.201602,-97.88007
597,Mangieri's Pizza Cafe,78749,4.0,30.201335907791,-97.8789947359354
598,Waterloo Ice House Escarpment,78749,3.0,30.20267,-97.87877
599,Subway,78749,2.0,30.200883,-97.875817
600,888 Pan Asian Restaurant,78741,4.0,30.2296193570823,-97.7299686863661
601,Pho Please,78741,4.5,30.24272,-97.72791
602,Het Say Vietnamese Kitchen,78741,4.5,30.23015,-97.73257
603,Li'l Nonna's,78741,4.5,30.2416820526123,-97.7268676757812
604,La Sabroza,78741,4.5,30.2246524566919,-97.7034115791321
605,Plow Burger,78741,4.5,30.24172,-97.7269
606,Chi'Lantro,78741,4.0,30.24369,-97.7285
607,Cow Bells,78741,4.5,30.242325,-97.729232
608,Kim Phung Restaurant  Riverside,78741,4.0,30.23765,-97.72654
609,1776 Cheesesteak,78741,4.0,30.24172,-97.7269
610,G Bar and Bistro,78744,4.0,30.2125737,-97.7053511
